5 9 29 30 32 36 41 42 47 50 54 60 66 71 78 85 91 96 100 107 110 113 119 125 131
4 12 29 30 32 36 40 42 45 48 53 60 63 71 77 82 87 94 101 107 110 117 122 127 128
14 29 30 33 36 41 42 47 52 57 58 67 73 80 86 91 96 99 108 112 113 118 123 131
3 25 28 30 32 37 40 42 44 48 54 60 63 71 77 83 90 95 101 108 109 113 122 127 128
5 14 29 30 32 36 41 42 47 50 56 62 67 70 77 83 91 96 99 106 110 113 119 124 130
26 29 30 32 35 40 42 47 50 56 60 65 71 77 83 91 94 101 107 110 116 121 127 129
5 14 28 31 32 36 41 42 47 50 56 62 67 70 77 85 90 96 103 108 110 113 121 127 131
14 29 30 32 36 41 42 47 52 57 60 67 68 78 86 91 96 103 106 112 113 118 123 131
3 25 29 30 32 35 39 42 44 48 53 62 67 71 77 82 88 94 99 107 109 113 121 127 128
4 24 29 30 32 36 40 42 45 49 54 60 63 72 77 83 88 96 99 108 110 113 122 127 128
