3 4 8 12 17 21 24 30 34 39 42 49 51 58 61 68 71 78 81 86 91 96 101 105 111 115 122 125 132 135 142 144 151 153
3 4 8 12 17 21 24 30 35 39 43 49 51 58 61 68 71 78 81 88 91 96 101 105 110 115 120 125 132 135 142 144 151 153
3 4 5 10 17 21 24 30 35 39 44 47 53 58 63 68 73 78 83 88 93 98 103 105 112 117 122 125 132 136 142 146 151 155
3 4 8 12 17 19 26 28 35 37 44 49 54 58 64 68 74 76 83 88 94 98 103 107 113 115 123 125 132 137 142 144 151 153
3 4 8 12 17 19 26 28 35 37 45 47 53 56 63 66 73 76 83 86 93 96 103 105 112 115 122 125 132 135 142 144 151 153
3 4 8 12 17 20 26 28 35 38 45 47 54 58 64 66 73 78 83 88 94 98 103 107 112 117 123 125 133 135 142 146 151 153
3 4 8 12 17 21 24 30 34 39 42 49 51 58 61 68 71 76 81 86 91 96 102 105 111 115 122 125 132 135 142 144 151 155
3 4 8 10 17 21 24 30 35 39 44 49 53 56 63 68 73 76 83 86 93 98 103 105 112 115 122 125 132 135 142 144 151 155
3 4 8 12 17 21 26 30 35 36 44 49 53 58 63 68 73 78 83 88 93 98 103 107 112 117 122 125 132 138 142 146 151 155
3 4 8 12 17 20 26 29 35 37 44 47 54 56 63 66 73 76 83 86 94 96 103 105 112 115 122 125 132 135 142 144 151 153
3 4 8 12 17 21 26 30 35 38 44 49 53 58 63 68 73 78 83 88 94 98 103 107 112 117 122 125 132 137 142 146 151 155
3 4 8 12 17 19 26 28 35 37 44 47 53 56 63 66 73 76 83 86 93 96 103 105 112 115 122 125 132 135 142 144 151 153
3 4 6 12 17 21 26 30 35 39 44 49 53 58 63 68 73 78 83 88 93 96 103 107 112 117 122 125 132 137 142 146 151 155
3 4 6 12 17 21 24 30 35 37 44 49 53 58 63 66 73 78 83 88 93 98 103 107 112 117 122 125 132 137 142 146 151 155
3 4 8 10 17 21 26 28 35 39 45 47 53 58 63 66 73 76 83 86 93 98 103 107 112 115 122 125 132 135 142 144 151 153
3 4 6 12 17 21 24 28 35 39 44 47 53 57 63 68 73 78 83 87 93 98 103 105 112 115 122 125 132 137 142 145 151 155
3 4 6 12 17 21 24 28 35 38 44 47 53 58 63 66 73 78 83 88 93 98 103 107 112 117 122 125 132 135 142 144 151 153
3 4 8 12 17 21 26 30 35 39 44 49 53 58 63 68 73 78 83 88 93 98 103 107 112 117 122 125 132 137 142 146 151 155
3 4 7 12 17 19 26 30 35 37 44 49 53 56 63 67 73 78 83 86 93 96 103 105 112 115 122 125 132 137 142 146 151 155
3 4 6 9 17 21 26 30 35 39 44 49 53 58 63 68 73 78 83 88 93 98 103 107 112 117 122 125 132 137 142 146 151 155
3 4 8 12 17 21 24 30 33 39 42 49 51 58 61 66 71 76 81 86 93 96 103 105 112 115 122 125 132 137 142 146 149 155
